FoulIncidents,HomeTeam,AwayTeam,Matchday,FoulNo,TimeOfFoul,VictName,VictHeight,VictWeight,,PerpName,PerpHeight,PerpWeight,DifferencePerpVict,OutcomeVariable,FoulType,RefName,RefHeight,RefWeight,SecondRef,ThirdRef,GameNumber,,,,TallerAmongPlayers
2500,,,,27,P3 - 07:56 ,"#9 TADDA, K.(BON)",191,92,,"#22 COFFEY, C.(MBC)",201,100,10,1,offensive,AndreasBOHN,176,86,,,61,,,,Perp
2501,,,,28,P3 - 07:48 ,"#21 KRATZER, L.(BON)",211,110,,"#22 COFFEY, C.(MBC)",201,100,-10,0,,AnnePANTHER,174,59,AndreasBOHN,,61,,,,Vict
2502,,,,29,P3 - 07:32 ,"#4 GORHAM, J.(BON)",201,107,,"#44 REBIC, N.(MBC)",188,80,-13,0,offensive,AnnePANTHER,174,59,,,61,,,,Vict
2503,,,,30,P3 - 07:18 ,"#4 GORHAM, J.(BON)",201,107,,"#7 KERUSCH, S.(MBC)",195,105,-6,0,,AnnePANTHER,174,59,,,61,,,,Vict
2504,,,,31,P3 - 07:03 ,"#23 HUSKIC, G.(MBC)",210,102,,"#21 KRATZER, L.(BON)",211,110,1,1,,AnnePANTHER,174,59,,,61,,,,Perp
2505,,,,32,P3 - 06:06 ,"#23 HUSKIC, G.(MBC)",210,102,,"#21 KRATZER, L.(BON)",211,110,1,1,,AnnePANTHER,174,59,,,61,,,,Perp
2506,,,,33,P3 - 05:57 ,"#20 MORRIS, J.(MBC)",193,91,,"#12 BOWLIN, S.(BON)",191,80,-2,0,,AndreasBOHN,176,86,,,61,,,,Vict
2507,,,,34,P3 - 04:03 ,"#6 KESSENS, M.(BON)",205,103,,"#13 CAISIN, R.(MBC)",198,94,-7,0,,AnnePANTHER,174,59,,,61,,,,Vict
2508,,,,35,P3 - 03:42 ,"#22 COFFEY, C.(MBC)",201,100,,"#12 BOWLIN, S.(BON)",191,80,-10,0,,AndreasBOHN,176,86,,,61,,,,Vict
2509,,,,36,P3 - 03:40 ,"#12 BOWLIN, S.(BON)",191,80,,"#13 CAISIN, R.(MBC)",198,94,7,1,,NesaKOVACEVIC,193,82,,,61,,,,Perp
2510,,,,37,P3 - 02:52 ,"#9 TADDA, K.(BON)",191,92,,"#22 COFFEY, C.(MBC)",201,100,10,1,,AnnePANTHER,174,59,,,61,,,,Perp
2511,,,,38,P3 - 02:39 ,"#20 MORRIS, J.(MBC)",193,91,,"#3 WARD, T.(BON)",198,86,5,1,,AnnePANTHER,174,59,,,61,,,,Perp
2512,,,,39,P3 - 02:08 ,"#44 REBIC, N.(MBC)",188,80,,"#3 WARD, T.(BON)",198,86,10,1,,NesaKOVACEVIC,193,82,,,61,,,,Perp
2513,,,,40,P3 - 00:57 ,"#20 MORRIS, J.(MBC)",193,91,,"#12 BOWLIN, S.(BON)",191,80,-2,0,,AndreasBOHN,176,86,,,61,,,,Vict
2514,,,,41,P3 - 00:05 ,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#11 MUSHIDI, K.(MBC)",195,95,15,1,,NesaKOVACEVIC,193,82,,,61,,,,Perp
2515,,,,42,P4 - 09:52 ,"#11 MUSHIDI, K.(MBC)",195,95,,"#4 GORHAM, J.(BON)",201,107,6,1,,AnnePANTHER,174,59,,,61,,,,Perp
2516,,,,43,P4 - 09:19 ,"#11 MUSHIDI, K.(MBC)",195,95,,"#9 TADDA, K.(BON)",191,92,-4,0,,AndreasBOHN,176,86,,,61,,,,Vict
2517,,,,44,P4 - 08:48 ,"#23 HUSKIC, G.(MBC)",210,102,,"#21 KRATZER, L.(BON)",211,110,1,1,,AnnePANTHER,174,59,,,61,,,,Perp
2518,,,,45,P4 - 08:32 ,"#9 TADDA, K.(BON)",191,92,,"#11 MUSHIDI, K.(MBC)",195,95,4,1,unsportsmanlike,AndreasBOHN,176,86,,,61,,,,Perp
2519,,,,46,P4 - 06:53 ,"#23 HUSKIC, G.(MBC)",210,102,,"#6 KESSENS, M.(BON)",205,103,-5,0,,NesaKOVACEVIC,193,82,,,61,,,,Vict
2520,,,,47,P4 - 05:06 ,"#6 KESSENS, M.(BON)",205,103,,"#20 MORRIS, J.(MBC)",193,91,-12,0,,NesaKOVACEVIC,193,82,,,61,,,,Vict
2521,,,,48,P4 - 02:14 ,"#44 REBIC, N.(MBC)",188,80,,"#24 HASBARGEN, T.(BON)",194,92,6,1,,NesaKOVACEVIC,193,82,,,61,,,,Perp
2522,,,,49,P4 - 00:13 ,"#23 HUSKIC, G.(MBC)",210,102,,"#3 WARD, T.(BON)",198,86,-12,0,,AnnePANTHER,174,59,,,61,,,,Vict
2523,Bayreuth,Oldenburg,14,1,V1 07:35,"#19 SAJUS, M.(BAY)",208,118,,"#35 PJANIC, A.(OLD)",202,90,-6,0,,CarstenSTRAUBE,194,99,,,62,,,,Vict
2524,,,,2,V1 04:47,"#21 ODIASE, T.(OLD)",206,111,,"#19 SAJUS, M.(BAY)",208,118,2,1,,SteveBITTNER,189,93,,,62,,,,Perp
2525,,,,3,V1 03:58,"#15 ALLEN, T.(BAY)",203,105,,"#21 ODIASE, T.(OLD)",206,111,3,1,offensive,AndreasBOHN,176,86,,,62,,,,Perp
2526,,,,4,V1 03:39,"#11 SEIFERTH, A.(BAY)",209,113,,"#20 MICHALAK, M.(OLD)",197,95,-12,0,,SteveBITTNER,189,93,,,62,,,,Vict
2527,,,,5,V1 03:37,"#15 ALLEN, T.(BAY)",203,105,,"#22 HOLYFIELD, T.(OLD)",203,100,0,1,,AndreasBOHN,176,86,,,62,,,,Vict
2528,,,,6,V1 01:33,"#23 PAULDING, R.(OLD)",196,102,,"#7 JALALPOOR, P.(BAY)",188,86,-8,0,,CarstenSTRAUBE,194,99,,,62,,,,Vict
2529,,,,7,V2 08:52,"#21 ODIASE, T.(OLD)",206,111,,"#10 DORETH, B.(BAY)",183,83,-23,0,,AndreasBOHN,176,86,,,62,,,,Vict
2530,,,,8,V2 08:30,"#3 HEIDEGGER, M.(OLD)",191,92,,"#19 SAJUS, M.(BAY)",208,118,17,1,,CarstenSTRAUBE,194,99,,,62,,,,Perp
2531,,,,9,V2 07:19,"#3 HEIDEGGER, M.(OLD)",191,92,,"#11 SEIFERTH, A.(BAY)",209,113,18,1,,SteveBITTNER,189,93,,,62,,,,Perp
2532,,,,10,V2 04:31,"#21 ODIASE, T.(OLD)",206,111,,"#2 ANIM, S.(BAY)",196,95,-10,0,,AndreasBOHN,176,86,,,62,,,,Vict
2533,,,,11,V2 03:12,"#2 ANIM, S.(BAY)",196,95,,"#22 HOLYFIELD, T.(OLD)",203,100,7,1,,AndreasBOHN,176,86,CarstenSTRAUBE,,62,,,,Perp
2534,,,,12,V2 02:33,"#23 PAULDING, R.(OLD)",196,102,,"#19 SAJUS, M.(BAY)",208,118,12,1,,AndreasBOHN,176,86,SteveBITTNER,,62,,,,Perp
2535,,,,13,V2 02:31,"#22 WELLS, C.(BAY)",186,94,,"#11 PRESSEY, P.(OLD)",180,82,-6,0,,CarstenSTRAUBE,194,99,,,62,,,,Vict
2536,,,,14,V2 01:51,"#11 SEIFERTH, A.(BAY)",209,113,,"#21 ODIASE, T.(OLD)",206,111,-3,0,,AndreasBOHN,176,86,SteveBITTNER,,62,,,,Vict
2537,,,,15,V2 00:02,"#11 PRESSEY, P.(OLD)",180,82,,"#15 ALLEN, T.(BAY)",203,105,23,1,,AndreasBOHN,176,86,,,62,,,,Perp
2538,,,,16,V3 05:44,"#15 ALLEN, T.(BAY)",203,105,,"#35 PJANIC, A.(OLD)",202,90,-1,0,,AndreasBOHN,176,86,SteveBITTNER,,62,,,,Vict
2539,,,,17,V3 05:09,"#10 DORETH, B.(BAY)",183,83,,"#11 PRESSEY, P.(OLD)",180,82,-3,0,,CarstenSTRAUBE,194,99,,,62,,,,Vict
2540,,,,18,V3 03:59,"#2 ANIM, S.(BAY)",196,95,,"#23 PAULDING, R.(OLD)",196,102,0,1,,SteveBITTNER,189,93,,,62,,,,Vict
2541,,,,19,V3 02:03,"#15 ALLEN, T.(BAY)",203,105,,"#22 HOLYFIELD, T.(OLD)",203,100,0,1,,SteveBITTNER,189,93,,,62,,,,Vict
2542,,,,20,V3 00:26,"#10 DORETH, B.(BAY)",183,83,,"#11 PRESSEY, P.(OLD)",180,82,-3,0,,AndreasBOHN,176,86,SteveBITTNER,,62,,,,Vict
2543,,,,21,V3 00:22,"#11 PRESSEY, P.(OLD)",180,82,,"#7 JALALPOOR, P.(BAY)",188,86,8,1,,CarstenSTRAUBE,194,99,,,62,,,,Perp
2544,,,,22,V3 00:15,"#11 PRESSEY, P.(OLD)",180,82,,"#7 JALALPOOR, P.(BAY)",188,86,8,1,,SteveBITTNER,189,93,,,62,,,,Perp
2545,,,,23,V3 00:00,"#20 MICHALAK, M.(OLD)",197,95,,"#11 SEIFERTH, A.(BAY)",209,113,12,1,,SteveBITTNER,189,93,,,62,,,,Perp
2546,,,,24,V4 08:29,"#22 WELLS, C.(BAY)",186,94,,"#21 ODIASE, T.(OLD)",206,111,20,1,,CarstenSTRAUBE,194,99,,,62,,,,Perp
2547,,,,25,V4 07:35,"#2 ANIM, S.(BAY)",196,95,,"#35 PJANIC, A.(OLD)",202,90,6,1,,SteveBITTNER,189,93,,,62,,,,Perp
2548,,,,26,V4 06:24,"#21 JOESAAR, J.(BAY)",198,94,,"#22 HOLYFIELD, T.(OLD)",203,100,5,1,,SteveBITTNER,189,93,,,62,,,,Perp
2549,,,,27,V4 06:12,"#3 HEIDEGGER, M.(OLD)",191,92,,"#19 SAJUS, M.(BAY)",208,118,17,1,,AndreasBOHN,176,86,,,62,,,,Perp
2550,,,,28,V4 05:22,"#3 HEIDEGGER, M.(OLD)",191,92,,"#2 ANIM, S.(BAY)",196,95,5,1,,CarstenSTRAUBE,194,99,,,62,,,,Perp
2551,,,,29,V4 05:04,"#21 JOESAAR, J.(BAY)",198,94,,"#23 PAULDING, R.(OLD)",196,102,-2,0,,SteveBITTNER,189,93,,,62,,,,Vict
2552,,,,30,V4 04:28,"#7 HERRERA, S.(OLD)",193,92,,"#11 SEIFERTH, A.(BAY)",209,113,16,1,unsportsmanlike,CarstenSTRAUBE,194,99,,,62,,,,Perp
2553,,,,31,V4 02:52,"#11 SEIFERTH, A.(BAY)",209,113,,"#21 ODIASE, T.(OLD)",206,111,-3,0,,SteveBITTNER,189,93,,,62,,,,Vict
2554,,,,32,V4 01:23,"#11 SEIFERTH, A.(BAY)",209,113,,"#21 ODIASE, T.(OLD)",206,111,-3,0,,SteveBITTNER,189,93,,,62,,,,Vict
2555,,,,33,V4 00:35,"#2 ANIM, S.(BAY)",196,95,,"#3 HEIDEGGER, M.(OLD)",191,92,-5,0,,SteveBITTNER,189,93,,,62,,,,Vict
2556,,,,34,V4 00:06,"#23 PAULDING, R.(OLD)",196,102,,"#15 ALLEN, T.(BAY)",203,105,7,1,,SteveBITTNER,189,93,,,62,,,,Perp
2557,,,,35,V4 00:04,"#23 PAULDING, R.(OLD)",196,102,,"#22 WELLS, C.(BAY)",186,94,-10,0,,SteveBITTNER,189,93,,,62,,,,Vict
2558,München,Hamburg,14,1,V1 07:24,"#0 BROWN, J.(HAM)",183,84,,"#13 OBST, A.(FCB)",191,81,8,1,,RobertLOTTERMOSER,186,76,,,63,,,,Perp
2559,,,,2,V1 07:12,"#0 BROWN, J.(HAM)",183,84,,"#11 LUCIC, V.(FCB)",204,95,21,1,,ClemensFRITZ,192,94,,,63,,,,Perp
2560,,,,3,V1 06:55,"#43 RADOSEVIC, L.(FCB)",208,112,,"#0 BROWN, J.(HAM)",183,84,-25,0,,ArminMUTAPCIC,194,84,ClemensFRITZ,,63,,,,Vict
2561,,,,4,V1 06:11,"#0 WEILER-BABB, N.(FCB)",196,91,,"#1 BROWN, Z.(HAM)",198,95,2,1,,RobertLOTTERMOSER,186,76,,,63,,,,Perp
2562,,,,5,V1 05:37,"#21 RUBIT, A.(FCB)",203,103,,"#1 BROWN, Z.(HAM)",198,95,-5,0,,RobertLOTTERMOSER,186,76,,,63,,,,Vict
2563,,,,6,V1 04:11,"#15 BLUIETT, T.(HAM)",198,90,,"#21 RUBIT, A.(FCB)",203,103,5,1,,ClemensFRITZ,192,94,,,63,,,,Perp
2564,,,,7,V1 03:57,"#31 SISKO, Z.(FCB)",190,89,,"#12 HINRICHS, S.(HAM)",201,97,11,1,,RobertLOTTERMOSER,186,76,,,63,,,,Perp
2565,,,,8,V1 02:55,"#5 HOMESLEY, C.(HAM)",198,93,,"#11 LUCIC, V.(FCB)",204,95,6,1,,ClemensFRITZ,192,94,,,63,,,,Perp
2566,,,,9,V1 00:47,"#32 HILLIARD, D.(FCB)",196,100,,"#3 DILEO, M.(HAM)",184,83,-12,0,,ClemensFRITZ,192,94,,,63,,,,Vict
2567,,,,10,V1 00:13,"#7 MEISNER, L.(HAM)",203,103,,"#32 HILLIARD, D.(FCB)",196,100,-7,0,,RobertLOTTERMOSER,186,76,,,63,,,,Vict
2568,,,,11,V2 09:34,"#31 SISKO, Z.(FCB)",190,89,,"#21 HOLLATZ, J.(HAM)",194,94,4,1,,ArminMUTAPCIC,194,84,,,63,,,,Perp
2569,,,,12,V2 07:19,"#21 RUBIT, A.(FCB)",203,103,,"#11 KOTSAR, M.(HAM)",211,119,8,1,,ArminMUTAPCIC,194,84,,,63,,,,Perp
2570,,,,13,V2 07:09,"#7 MEISNER, L.(HAM)",203,103,,"#13 OBST, A.(FCB)",191,81,-12,0,,ArminMUTAPCIC,194,84,,,63,,,,Vict
2571,,,,14,V2 06:34,"#0 BROWN, J.(HAM)",183,84,,"#43 RADOSEVIC, L.(FCB)",208,112,25,1,,ClemensFRITZ,192,94,RobertLOTTERMOSER,,63,,,,Perp
2572,,,,15,V2 05:59,"#31 SISKO, Z.(FCB)",190,89,,"#0 BROWN, J.(HAM)",183,84,-7,0,,ArminMUTAPCIC,194,84,,,63,,,,Vict
2573,,,,16,V2 05:10,"#11 LUCIC, V.(FCB)",204,95,,"#15 BLUIETT, T.(HAM)",198,90,-6,0,,ArminMUTAPCIC,194,84,,,63,,,,Vict
2574,,,,17,V2 02:56,"#21 RUBIT, A.(FCB)",203,103,,"#12 HINRICHS, S.(HAM)",201,97,-2,0,,ClemensFRITZ,192,94,RobertLOTTERMOSER,,63,,,,Vict
2575,,,,18,V2 02:12,"#5 HOMESLEY, C.(HAM)",198,93,,"#21 RUBIT, A.(FCB)",203,103,5,1,,ArminMUTAPCIC,194,84,,,63,,,,Perp
2576,,,,19,V2 00:04,"#5 HOMESLEY, C.(HAM)",198,93,,"#32 HILLIARD, D.(FCB)",196,100,-2,0,,ClemensFRITZ,192,94,,,63,,,,Vict
2577,,,,20,V3 08:11,"#11 LUCIC, V.(FCB)",204,95,,"#5 HOMESLEY, C.(HAM)",198,93,-6,0,offensive,ArminMUTAPCIC,194,84,,,63,,,,Vict
2578,,,,21,V3 07:20,"#11 LUCIC, V.(FCB)",204,95,,"#12 HINRICHS, S.(HAM)",201,97,-3,0,,RobertLOTTERMOSER,186,76,,,63,,,,Vict
2579,,,,22,V3 07:04,"#0 BROWN, J.(HAM)",183,84,,"#13 OBST, A.(FCB)",191,81,8,1,,ClemensFRITZ,192,94,,,63,,,,Perp
2580,,,,23,V3 06:36,"#21 RUBIT, A.(FCB)",203,103,,"#12 HINRICHS, S.(HAM)",201,97,-2,0,,ArminMUTAPCIC,194,84,,,63,,,,Vict
2581,,,,24,V3 05:27,"#31 SISKO, Z.(FCB)",190,89,,"#21 HOLLATZ, J.(HAM)",194,94,4,1,,ArminMUTAPCIC,194,84,,,63,,,,Perp
2582,,,,25,V3 04:16,"#11 KOTSAR, M.(HAM)",211,119,,"#21 RUBIT, A.(FCB)",203,103,-8,0,,RobertLOTTERMOSER,186,76,,,63,,,,Vict
2583,,,,26,V3 03:42,"#32 HILLIARD, D.(FCB)",196,100,,"#15 BLUIETT, T.(HAM)",198,90,2,1,,ClemensFRITZ,192,94,,,63,,,,Perp
2584,,,,27,V3 03:28,"#11 KOTSAR, M.(HAM)",211,119,,"#8 HUNTER, O.(FCB)",203,102,-8,0,,ClemensFRITZ,192,94,ArminMUTAPCIC,,63,,,,Vict
2585,,,,28,V3 03:23,"#5 HOMESLEY, C.(HAM)",198,93,,"#14 DJEDOVIC, N.(FCB)",196,97,-2,0,,ClemensFRITZ,192,94,,,63,,,,Vict
2586,,,,29,V3 03:15,"#21 HOLLATZ, J.(HAM)",194,94,,"#32 HILLIARD, D.(FCB)",196,100,2,1,,RobertLOTTERMOSER,186,76,,,63,,,,Perp
2587,,,,30,V3 02:03,"#11 KOTSAR, M.(HAM)",211,119,,"#31 SISKO, Z.(FCB)",190,89,-21,0,,ClemensFRITZ,192,94,,,63,,,,Vict
2588,,,,31,V3 00:39,"#12 GEORGE, J.(FCB)",202,88,,"#11 KOTSAR, M.(HAM)",211,119,9,1,,RobertLOTTERMOSER,186,76,,,63,,,,Perp
2589,,,,32,V3 00:15,"#11 KOTSAR, M.(HAM)",211,119,,"#8 HUNTER, O.(FCB)",203,102,-8,0,,RobertLOTTERMOSER,186,76,,,63,,,,Vict
2590,,,,33,V4 08:00,"#13 OBST, A.(FCB)",191,81,,"#5 HOMESLEY, C.(HAM)",198,93,7,1,,ClemensFRITZ,192,94,,,63,,,,Perp
2591,,,,34,V4 07:50,"#21 RUBIT, A.(FCB)",203,103,,"#8 CHRISTEN, R.(HAM)",202,105,-1,0,,RobertLOTTERMOSER,186,76,,,63,,,,Vict
2592,,,,35,V4 06:25,"#8 HUNTER, O.(FCB)",203,102,,"#11 KOTSAR, M.(HAM)",211,119,8,1,,RobertLOTTERMOSER,186,76,,,63,,,,Perp
2593,,,,36,V4 05:14,"#15 BLUIETT, T.(HAM)",198,90,,"#14 DJEDOVIC, N.(FCB)",196,97,-2,0,,ArminMUTAPCIC,194,84,,,63,,,,Vict
2594,,,,37,V4 03:42,"#8 CHRISTEN, R.(HAM)",202,105,,"#11 LUCIC, V.(FCB)",204,95,2,1,,ArminMUTAPCIC,194,84,,,63,,,,Perp
2595,,,,38,V4 03:34,"#11 LUCIC, V.(FCB)",204,95,,"#21 HOLLATZ, J.(HAM)",194,94,-10,0,,ClemensFRITZ,192,94,,,63,,,,Vict
2596,,,,39,V4 02:53,"#15 BLUIETT, T.(HAM)",198,90,,"#14 DJEDOVIC, N.(FCB)",196,97,-2,0,offensive,RobertLOTTERMOSER,186,76,,,63,,,,Vict
2597,,,,40,V4 02:08,"#0 BROWN, J.(HAM)",183,84,,"#13 OBST, A.(FCB)",191,81,8,1,,RobertLOTTERMOSER,186,76,,,63,,,,Perp
2598,,,,41,V4 00:00,"#0 BROWN, J.(HAM)",183,84,,"#43 RADOSEVIC, L.(FCB)",208,112,25,1,,ArminMUTAPCIC,194,84,,,63,,,,Perp
2599,Berlin,Würzburg,14,1,V1 09:04,"#32 THIEMANN, J.(BER)",206,102,,"#23 RODRIGUEZ, D.(WUE)",198,100,-8,0,,NerminHODZIC,188,82,,,64,,,,Vict
2600,,,,2,V1 06:36,"#44 BUFORD, W.(WUE)",196,98,,"#50 ZOOSMAN, Y.(BER)",197,90,1,1,,RobertLOTTERMOSER,186,76,,,64,,,,Perp
2601,,,,3,V1 06:15,"#32 THIEMANN, J.(BER)",206,102,,"#23 RODRIGUEZ, D.(WUE)",198,100,-8,0,,RobertLOTTERMOSER,186,76,,,64,,,,Vict
2602,,,,4,V1 03:07,"#8 ERIKSSON, M.(BER)",201,94,,"#44 BUFORD, W.(WUE)",196,98,-5,0,,RobertLOTTERMOSER,186,76,,,64,,,,Vict
2603,,,,5,V1 03:02,"#4 BÖHMER, J.(WUE)",193,79,,"#3 SMITH, J.(BER)",190,93,-3,0,,NerminHODZIC,188,82,,,64,,,,Vict
2604,,,,6,V1 02:39,"#21 KOUMADJE, C.(BER)",221,122,,"#4 BÖHMER, J.(WUE)",193,79,-28,0,,NerminHODZIC,188,82,OliverKRAUSE,,64,,,,Vict
2605,,,,7,V1 02:16,"#19 OLINDE, L.(BER)",205,87,,"#21 SKELE, A.(WUE)",193,84,-12,0,,OliverKRAUSE,182,80,,,64,,,,Vict
2606,,,,8,V1 00:35,"#21 SKELE, A.(WUE)",193,84,,"#19 OLINDE, L.(BER)",205,87,12,1,,RobertLOTTERMOSER,186,76,,,64,,,,Perp
2607,,,,9,V2 09:10,"#1 DA SILVA, O.(BER)",206,104,,"#11 GIELO, T.(WUE)",205,103,-1,0,offensive,RobertLOTTERMOSER,186,76,,,64,,,,Vict
2608,,,,10,V2 08:55,"#3 SMITH, J.(BER)",190,93,,"#21 SKELE, A.(WUE)",193,84,3,1,,NerminHODZIC,188,82,,,64,,,,Perp
2609,,,,11,V2 08:24,"#3 SMITH, J.(BER)",190,93,,"#24 HUNT, C.(WUE)",192,85,2,1,,OliverKRAUSE,182,80,,,64,,,,Perp
2610,,,,12,V2 07:57,"#9 MATTISSECK, J.(BER)",192,84,,"#23 RODRIGUEZ, D.(WUE)",198,100,6,1,offensive,RobertLOTTERMOSER,186,76,,,64,,,,Perp
2611,,,,13,V2 05:46,"#10 PARODI, L.(WUE)",183,82,,"#1 DA SILVA, O.(BER)",206,104,23,1,,RobertLOTTERMOSER,186,76,,,64,,,,Perp
2612,,,,14,V2 03:59,"#45 BLATT, T.(BER)",178,82,,"#10 PARODI, L.(WUE)",183,82,5,1,unsportsmanlike,NerminHODZIC,188,82,,,64,,,,Perp
2613,,,,15,V2 03:13,"#1 DA SILVA, O.(BER)",206,104,,"#44 BUFORD, W.(WUE)",196,98,-10,0,,OliverKRAUSE,182,80,,,64,,,,Vict
2614,,,,16,V2 02:57,"#65 STANIC, F.(WUE)",206,115,,"#21 KOUMADJE, C.(BER)",221,122,15,1,,RobertLOTTERMOSER,186,76,NerminHODZIC,,64,,,,Perp
2615,,,,17,V2 00:43,"#4 BÖHMER, J.(WUE)",193,79,,"#9 MATTISSECK, J.(BER)",192,84,-1,0,,RobertLOTTERMOSER,186,76,,,64,,,,Vict
2616,,,,18,V3 08:36,"#43 SIKMA, L.(BER)",202,107,,"#24 HUNT, C.(WUE)",192,85,-10,0,,NerminHODZIC,188,82,,,64,,,,Vict
2617,,,,19,V3 06:47,"#22 MOLLER, C.(WUE)",203,93,,"#43 SIKMA, L.(BER)",202,107,-1,0,,OliverKRAUSE,182,80,,,64,,,,Vict
2618,,,,20,V3 05:21,"#1 DA SILVA, O.(BER)",206,104,,"#4 BÖHMER, J.(WUE)",193,79,-13,0,,RobertLOTTERMOSER,186,76,,,64,,,,Vict
2619,,,,21,V3 01:24,"#21 KOUMADJE, C.(BER)",221,122,,"#11 GIELO, T.(WUE)",205,103,-16,0,,NerminHODZIC,188,82,OliverKRAUSE,,64,,,,Vict
2620,,,,22,V3 00:37,"#11 GIELO, T.(WUE)",205,103,,"#21 KOUMADJE, C.(BER)",221,122,16,1,offensive,RobertLOTTERMOSER,186,76,,,64,,,,Perp
2621,,,,23,V3 00:11,"#45 BLATT, T.(BER)",178,82,,"#20 ALBUS, J.(WUE)",191,90,13,1,,NerminHODZIC,188,82,,,64,,,,Perp
2622,,,,24,V3 00:06,"#50 ZOOSMAN, Y.(BER)",197,90,,"#20 ALBUS, J.(WUE)",191,90,-6,0,,OliverKRAUSE,182,80,,,64,,,,Vict
2623,,,,25,V4 08:11,"#65 STANIC, F.(WUE)",206,115,,"#21 KOUMADJE, C.(BER)",221,122,15,1,,OliverKRAUSE,182,80,,,64,,,,Perp
2624,,,,26,V4 07:14,"#65 STANIC, F.(WUE)",206,115,,"#21 KOUMADJE, C.(BER)",221,122,15,1,,NerminHODZIC,188,82,,,64,,,,Perp
2625,,,,27,V4 06:37,"#65 STANIC, F.(WUE)",206,115,,"#21 KOUMADJE, C.(BER)",221,122,15,1,,RobertLOTTERMOSER,186,76,,,64,,,,Perp
2626,,,,28,V4 04:36,"#19 OLINDE, L.(BER)",205,87,,"#11 GIELO, T.(WUE)",205,103,0,1,,RobertLOTTERMOSER,186,76,,,64,,,,Vict
2627,,,,29,V4 04:05,"#3 SMITH, J.(BER)",190,93,,"#4 BÖHMER, J.(WUE)",193,79,3,1,,RobertLOTTERMOSER,186,76,,,64,,,,Perp
2628,,,,30,V4 03:05,"#65 STANIC, F.(WUE)",206,115,,"#6 DELOW, M.(BER)",197,84,-9,0,,RobertLOTTERMOSER,186,76,,,64,,,,Vict
2629,,,,31,V4 02:11,"#9 MATTISSECK, J.(BER)",192,84,,"#65 STANIC, F.(WUE)",206,115,14,1,offensive,NerminHODZIC,188,82,,,64,,,,Perp
2630,,,,32,V4 00:16,"#3 SMITH, J.(BER)",190,93,,"#20 ALBUS, J.(WUE)",191,90,1,1,,OliverKRAUSE,182,80,,,64,,,,Perp
2631,Chemnitz,Crailsheim,14,1,V1 08:53,"#7 RICHTER, J.(CH)",206,105,,"#1 LEWIS, J.(CRA)",201,98,-5,0,,BenjaminBARTH,185,70,ArminMUTAPCIC,,65,,,,Vict
2632,,,,2,V1 07:17,"#52 LOCKETT, T.(CH)",196,95,,"#0 SHORTS, T.(CRA)",175,73,-21,0,,JohannesHACK,177,80,,,65,,,,Vict
2633,,,,3,V1 06:45,"#0 SHORTS, T.(CRA)",175,73,,"#52 LOCKETT, T.(CH)",196,95,21,1,,JohannesHACK,177,80,,,65,,,,Perp
2634,,,,4,V1 06:35,"#9 BLECK, F.(CRA)",200,96,,"#7 RICHTER, J.(CH)",206,105,6,1,,ArminMUTAPCIC,194,84,BenjaminBARTH,,65,,,,Perp
2635,,,,5,V1 04:41,"#6 LASISI, E.(CRA)",191,80,,"#52 LOCKETT, T.(CH)",196,95,5,1,,ArminMUTAPCIC,194,84,,,65,,,,Perp
2636,,,,6,V1 03:12,"#8 WIMBERG, N.(CH)",206,97,,"#2 SAVAGE, J.(CRA)",196,93,-10,0,,JohannesHACK,177,80,,,65,,,,Vict
2637,,,,7,V1 02:46,"#8 HARRIS, T.(CRA)",193,87,,"#11 MIKE, I.(CH)",203,98,10,1,,ArminMUTAPCIC,194,84,,,65,,,,Perp
2638,,,,8,V1 02:31,"#3 STUCKEY, M.(CRA)",187,88,,"#3 ZIEGENHAGEN, M.(CH)",193,91,6,1,,BenjaminBARTH,185,70,,,65,,,,Perp
2639,,,,9,V1 00:07,"#8 WIMBERG, N.(CH)",206,97,,"#3 STUCKEY, M.(CRA)",187,88,-19,0,,ArminMUTAPCIC,194,84,JohannesHACK,,65,,,,Vict
2640,,,,10,V2 08:04,"#11 MIKE, I.(CH)",203,98,,"#34 ARIRIGUZOH, R.(CRA)",206,104,3,1,,ArminMUTAPCIC,194,84,,,65,,,,Perp
2641,,,,11,V2 07:21,"#29 SUSINSKAS, M.(CH)",204,87,,"#15 RADOSAVLJEVIC, B.(CRA)",213,117,9,1,offensive,JohannesHACK,177,80,,,65,,,,Perp
2642,,,,12,V2 06:33,"#3 STUCKEY, M.(CRA)",187,88,,"#29 SUSINSKAS, M.(CH)",204,87,17,1,unsportsmanlike,ArminMUTAPCIC,194,84,,,65,,,,Perp
2643,,,,13,V2 06:13,"#0 SHORTS, T.(CRA)",175,73,,"#7 RICHTER, J.(CH)",206,105,31,1,offensive,ArminMUTAPCIC,194,84,JohannesHACK,,65,,,,Perp
2644,,,,14,V2 01:44,"#0 SHORTS, T.(CRA)",175,73,,"#15 MASSENAT, F.(CH)",193,87,18,1,,ArminMUTAPCIC,194,84,,,65,,,,Perp
2645,,,,15,V2 00:50,"#52 LOCKETT, T.(CH)",196,95,,"#3 STUCKEY, M.(CRA)",187,88,-9,0,,BenjaminBARTH,185,70,,,65,,,,Vict
